路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型
台北市大安區通化街,25.028279,121.55553,48.6年,27.06,2980,0,3房2廳2衛,0,7,5,['M']
台北市大安區師大路,25.024253,121.527801,48.8年,26.93,2888,0,2房2廳1衛2室,1,5,5,['A']
台北市大安區信義路四段,25.033534,121.545483,39.2年,48.83,6688,0,2房2廳2衛,0,17,12,['L']
台北市大安區敦化南路二段,25.029726471011,121.54832899775,39.4年,101.89,12498,1,4房2廳4衛1室,0,24,23,['L']
台北市大安區安和路一段,25.03508,121.552,49.6年,33.19,3650,0,1房2廳2衛,0,5,5,['A']
台北市大安區瑞安街,25.026292,121.539783,1.8年,95.87,13980,2,2廳3衛,0,21,10,['L']
台北市大安區安和路二段,25.029667,121.551122,47.2年,83.76,13000,0,5房2廳3衛1室,0,15,6,['L']
台北市大安區和平東路一段,25.027113,121.524465,36.0年,38.16,4980,0,3房2廳2衛,0,19,10,['L']
台北市大安區和平東路三段,25.026558,121.546583,40.8年,31.23,2938,0,3房2廳1衛,0,15,9,['L']
台北市大安區溫州街,25.025231,121.532281,42.7年,46.9,6680,0,4房2廳2衛,0,6,1,['M']
台北市大安區青田街,25.02766,121.531588,55.1年,55.47,6488,0,4房2廳2衛,0,6,4,['M']
台北市大安區富陽街,25.019083,121.556678,48.9年,28.35,1880,0,3房2廳1衛,0,5,4,['A']
台北市大安區延吉街,25.039539,121.554875,46.6年,44.33,4838,0,3房2廳2衛,0,7,6,['M']
台北市大安區大安路一段,25.034773,121.545899,17.4年,16.92,2998,0,2房2廳1衛,1,12,12,['L']
台北市大安區和平東路二段,25.025653,121.541677,16.2年,40.62,4980,1,4房2廳2衛1室,1,10,7,['M']
台北市大安區忠孝東路四段,25.041954,121.553287,49.9年,43.76,4700,0,4房2廳2衛1室,0,7,5,['M']
台北市大安區敦化南路一段,25.044143,121.549578,1.2年,107.73,19800,3,3房2廳3衛,0,20,14,['L']
台北市大安區忠孝東路四段,25.039508,121.554383,38.7年,81.81,8888,1,5房2廳2衛1室,0,13,6,['L']
台北市大安區和平東路三段,25.024858,121.551149,47.4年,36.98,3488,0,4房2廳2衛1室,0,6,3,['M']
台北市大安區市民大道三段,25.044384991669,121.53781691049,10.2年,97.31,13880,2,4房2廳3衛,0,23,11,['L']
台北市大安區復興南路二段,25.030594,121.543319,39.6年,39.36,4688,0,2房2廳2衛1室,0,16,6,['L']
台北市大安區仁愛路四段,25.038857,121.553574,52.6年,42.29,4558,0,3房2廳2衛1室,0,7,5,['M']
台北市大安區瑞安街,25.029726,121.540643,10.8年,16.57,2093,1,1房2廳1衛,0,7,7,['M']
台北市大安區復興南路一段,25.042807,121.543559,1.9年,17.85,2522,1,1房1廳1衛,0,15,14,['C']
台北市大安區仁愛路三段,25.039406,121.541895,26.4年,14.29,1998,0,1房1廳1衛,0,8,2,['C']
台北市大安區市民大道三段,25.044734,121.534634,45.4年,34.63,2750,0,4房2廳1衛,0,5,2,['A']
台北市大安區新生南路三段,25.023992,121.533931,58.1年,30.66,3125,0,3房2廳1衛,0,4,3,['A']
台北市大安區市民大道四段,25.044322,121.551351,38.8年,11.61,1560,0,1房1廳1衛,0,7,7,['M']
台北市大安區四維路,25.028708,121.547736,51.2年,27.48,3350,0,3房3廳2衛,1,4,4,['A']
台北市大安區安東街,25.044174,121.54037,50.9年,35.61,6900,0,3房2廳2衛2室,1,4,1,['A']
台北市大安區羅斯福路三段,25.019665,121.530475,6.3年,17.37,2488,0,2房2廳1衛,1,6,4,['M']
台北市大安區四維路,25.03181,121.547635,35.4年,57.3,6800,1,4房2廳2衛1室,0,7,4,['M']
台北市大安區通化街,25.026492,121.552336,25.9年,78.78,6588,2,5房2廳5衛,0,6,4,['M']
台北市大安區永康街,25.030072,121.529991,43.8年,37.61,4350,0,3房2廳1.5衛,0,5,2,['A']
台北市大安區泰順街,25.024210455346,121.53045680474,49.8年,27.91,2880,0,5房2廳2衛,1,4,4,['A']
台北市大安區羅斯福路三段,25.019614674735,121.53077174876,59.2年,37.26,3250,0,4房4衛,1,4,4,['A']
台北市大安區復興南路二段,25.026599,121.542284,53.7年,42.82,4150,0,4房2廳2衛,0,4,4,['A']
台北市大安區忠孝東路三段,25.042907,121.539586,54.9年,52.17,5088,0,3房2廳2衛,0,6,5,['M']
台北市大安區龍泉街,25.022134,121.529301,41.3年,40.51,4250,0,3房2廳2衛,0,6,2,['M']
台北市大安區新生南路一段,25.034922,121.53506,14.0年,36.49,5680,0,2房2廳2衛,1,7,4,['M']
台北市大安區四維路,25.03181,121.547635,35.4年,47.4,6800,0,4房2廳2衛1室,0,7,4,['M']
台北市大安區通化街,25.030127,121.556138,47.7年,18.24,1980,0,3房1廳2衛,1,5,2,['A']
台北市大安區金華街,25.029861,121.529185,16.6年,39.82,5750,1,3房2廳2衛,0,7,2,['M']
台北市大安區瑞安街,25.027795,121.541237,17.1年,142.1,15500,3,4房2廳3衛1室,0,13,2,['L']
台北市大安區和平東路三段,25.0246,121.5509,40.1年,15.96,1650,0,1房1廳1衛,0,12,5,['L']
台北市大安區仁愛路三段,25.039569,121.534098,18.9年,50.38,7280,1,3房2廳2衛,0,7,5,['M']
台北市大安區仁愛路四段,25.037409511138,121.55634449696,46.0年,56.19,8686,0,5房2廳2衛,0,14,6,['L']
台北市大安區泰順街,25.024427,121.53117,44.7年,42.17,5200,0,3房2廳2衛,0,7,3,['M']
台北市大安區新生南路一段,25.034859,121.536736,44.2年,27.43,3988,0,3房2廳1衛,0,5,1,['A']
台北市大安區新生南路二段,25.031511,121.531308,30.4年,116.35,12680,2,3房2廳3衛2室,1,9,8-9,['M']
台北市大安區敦化南路一段,25.044038,121.54958,1.2年,66.73,12200,1,3房2廳2衛,0,20,6,['L']
台北市大安區忠孝東路三段,25.042263,121.538876,55.6年,57.78,6288,0,3房2廳3衛,0,6,2,['M']
台北市大安區溫州街,25.02533,121.533026,48.5年,41.16,3988,0,4房2廳2衛,0,5,4,['A']
台北市大安區永康街,25.032433,121.531137,29.4年,51.83,6380,1,4房2廳2衛,0,5,4,['M']
台北市大安區樂利路,25.026934,121.551282,42.2年,43.21,3480,0,3房2廳2衛,0,5,4,['A']
台北市大安區瑞安街,25.029726,121.540643,10.8年,16.04,1999,1,1房1廳1衛,0,7,6,['M']
台北市大安區信義路四段,25.034486,121.555376,47.7年,48.32,4988,0,4房3廳4衛,1,7,7,['M']
台北市大安區青田街,25.028037,121.530978,16.5年,43.28,6980,1,2房2廳2衛,1,7,2,['M']
台北市大安區大安路一段,25.034942,121.5459,17.4年,13.2,2508,0,1房1廳1衛,1,12,8,['L']
台北市大安區和平東路三段,25.024373,121.549646,22.1年,93.67,9588,1,4房2廳3衛2室,1,19,15,['L']
台北市大安區基隆路二段,25.028846,121.556866,20.3年,18.62,2658,1,2房1廳2衛1室,1,12,10,['L']
台北市大安區基隆路二段,25.028846,121.556866,20.3年,14.54,2388,0,1房2廳1衛2室,1,12,12,['L']
台北市大安區和平東路三段,25.024239906515,121.55166825893,21.9年,11.87,1880,0,1房1廳1衛2室,1,12,8,['C']
台北市大安區大安路一段,25.034942,121.5459,17.4年,30.73,4388,1,2房2廳2衛2室,1,12,2,['L']
台北市大安區安和路二段,25.026403,121.550612,0.8年,17.13,2660,0,1衛,0,5,2,['M']
台北市大安區安和路二段,25.026403,121.550612,0.8年,14.18,2170,0,1衛,0,5,2,['M']
台北市大安區和平東路三段,25.020001,121.556213,52.7年,15.26,1435,0,3房3衛,0,4,3,['A']
台北市大安區建國南路一段,25.04097,121.538982,38.9年,27.08,3188,0,2房2廳1衛1室,0,14,8,['L']
台北市大安區信義路四段,25.032567,121.555893,23.2年,80.69,7588,2,4房2廳3衛2室,1,8,2-3,['M']
台北市大安區安和路二段,25.026403,121.550612,0.8年,19.87,3240,1,1衛,0,5,5,['M']
台北市大安區永康街,25.031697,121.529525,53.3年,34.14,4250,0,4房2廳3衛,1,4,4,['A']
台北市大安區信義路四段,25.032912,121.556101,14.4年,104.62,13788,2,4房2廳3衛1室,0,15,7,['L']
台北市大安區辛亥路二段,25.021761,121.541156,45.6年,58.39,7980,0,5房2廳3衛1室,1,7,7,['M']
台北市大安區安和路二段,25.026403,121.550612,0.8年,14.18,2320,0,1衛,0,5,5,['M']
台北市大安區永康街,25.031569,121.529492,59.0年,33.79,4500,0,5房4廳2衛,1,4,4,['A']
台北市大安區溫州街,25.02491,121.531936,41.8年,43.08,3980,0,3房2廳2衛,0,5,3,['A']
台北市大安區新生南路一段,25.034645,121.536814,48.8年,70.11,8988,0,6房4廳4衛,0,7,2,['M']
台北市大安區和平東路二段,25.025653,121.541677,16.2年,22.6,2860,1,2房1廳1衛,1,10,10,['M']
台北市大安區泰順街,25.022666,121.531296,27.7年,69.63,7288,1,4房2廳3衛,0,9,9,['M']
台北市大安區溫州街,25.023758,121.531764,43.0年,46.35,5600,0,4房3廳3衛1室,1,6,6,['M']
台北市大安區愛國東路,25.031727,121.527159,49.8年,14.18,2588,0,2房2廳1衛,0,6,2,['M']
台北市大安區信義路二段,25.033438,121.531156,0.7年,109.59,19588,2,5房2廳3衛,0,23,20,['L']
台北市大安區永康街,25.031330485544,121.52991219455,51.9年,33.03,4488,0,3房3廳2衛1室,1,4,4,['A']
台北市大安區新生南路一段,25.037437,121.533934,54.9年,31.54,5380,0,4房2廳2衛,1,4,1,['A']
台北市大安區通化街,25.03077849015,121.55451441979,39.4年,31.04,2500,0,3房2廳3衛,1,3,1-3,['D']
台北市大安區復興南路一段,25.043023,121.543349,19.9年,16.59,2188,1,1房1廳1衛,1,10,8,['M']
台北市大安區和平東路二段,25.023285,121.542432,40.3年,45.14,4980,0,2房3廳2衛2室,0,7,B1-1,['M']
台北市大安區和平東路三段,25.023752,121.551135,47.1年,32.92,3380,0,3房2廳2衛,0,7,3,['M']
台北市大安區新生南路三段,25.024819,121.53408,51.2年,34.64,5180,0,2房2廳2衛1室,1,4,1,['A']
台北市大安區濟南路三段,25.040253,121.533955,57.9年,33.27,3780,0,5房3廳3衛,1,5,5,['A']
台北市大安區金山南路二段,25.028884,121.528076,54.9年,35.87,4100,0,4房2廳2衛,1,4,4,['A']
台北市大安區仁愛路三段,25.039301445913,121.54296522742,25.2年,76.7,8288,2,5房2廳2衛,0,6,5-6,['M']
台北市大安區通化街,25.03106,121.555494,25.0年,38.11,4380,1,2房2廳2衛2室,1,10,9-10,['M']
台北市大安區泰順街,25.025157,121.531407,30.7年,37.95,3788,0,2房2廳2衛,0,5,5,['M']
台北市大安區和平東路一段,25.025687,121.530538,45.9年,40.08,4088,0,2廳1衛,1,5,B1-1,['A']
台北市大安區通化街,25.03097744755,121.55587324671,32.8年,27.9,2380,0,3房2廳3衛,0,3,1-3,['D']
台北市大安區信義路二段,25.033666,121.524896,49.8年,31,5880,0,3房2廳2衛1室,1,4,1,['A']
台北市大安區敦化南路一段,25.035454,121.54846,51.1年,65.32,6866,1,3房2廳2衛1室,0,14,2,['L']
台北市大安區安和路二段,25.02722,121.550208,36.2年,53.12,5888,0,3房2廳2衛1室,0,17,6,['L']
台北市大安區復興南路二段,25.028123,121.543701,46.3年,40.73,4900,0,4房2廳2衛,0,12,5,['L']
台北市大安區永康街,25.030366485804,121.53109624204,49.7年,39.06,5500,0,3房2廳2衛,0,4,B1-1,['A']
台北市大安區安和路二段,25.028251,121.550165,42.1年,44.43,4650,0,3房2廳3衛,0,12,7,['L']
台北市大安區瑞安街,25.026071,121.539548,1.8年,47.77,9500,1,2廳1衛,0,21,1,['L']
台北市大安區羅斯福路二段,25.024819,121.525702,39.3年,33.22,2800,0,8房3廳3衛,1,5,5,['A']
台北市大安區信義路四段,25.032945,121.551698,29.7年,18.64,2360,1,1房2廳1衛1室,1,12,6,['L']
台北市大安區市民大道四段,25.044343,121.55117,38.8年,23.21,3580,0,1房3廳2衛,1,7,7,['M']
台北市大安區樂利路,25.027885,121.551381,49.2年,44.87,3950,0,3房2廳2衛,0,5,2,['A']
台北市大安區信義路三段,25.033231,121.540853,17.5年,22.98,3998,0,3房2廳1衛,1,14,12,['L']
台北市大安區信義路四段,25.033362,121.554041,48.8年,25.28,3258,0,3房2廳1衛,0,14,3,['L']
台北市大安區大安路一段,25.034773,121.545899,17.4年,12.96,2318,0,2房2廳1衛,1,12,4,['L']
台北市大安區和平東路二段,25.025554484539,121.53987922944,49.2年,42.79,4999,0,4房2廳2衛1室,0,12,9,['L']
台北市大安區瑞安街,25.027038,121.53921,17.4年,85.27,12500,2,4房4廳3衛3室,1,9,9,['M']
台北市大安區信義路二段,25.033438,121.531156,0.7年,95.52,16900,1,1房2廳3衛,0,23,14,['L']
台北市大安區安和路二段,25.025262,121.551304,17.4年,100.77,10486,3,3房2廳2衛3室,0,13,11,['L']
台北市大安區永康街,25.028103,121.529467,24.3年,157.47,16000,4,5房2廳4衛,0,13,7,['L']
台北市大安區樂利路,25.026534,121.551486,48.1年,39.05,3360,0,3房2廳2衛,0,7,2,['M']
台北市大安區辛亥路二段,25.022818,121.536274,37.1年,85.75,9588,1,3房2廳3衛1室,0,25,20,['L']
台北市大安區臥龍街,25.017119,121.558711,27.3年,40.46,3450,1,3房2廳1衛1室,1,14,11,['L']
台北市大安區龍泉街,25.022299,121.529313,41.3年,40.53,5280,0,3房2廳2衛,0,6,2,['M']
台北市大安區和平東路一段,25.026496,121.532172,48.0年,20.64,3198,0,2房2廳2衛,0,11,11,['L']
台北市大安區信義路二段,25.033438,121.531156,0.7年,182.62,34128,3,5房2廳6衛,0,23,22-23,['L']
台北市大安區大安路二段,25.032022,121.546377,14.3年,73.22,9888,1,4房2廳3衛,0,7,5,['M']
台北市大安區建國南路一段,25.035567,121.537426,7.9年,44.06,5888,1,3房2廳2衛,0,14,14,['L']
台北市大安區敦化南路二段,25.021981,121.547563,45.8年,27.59,2620,0,5房3廳3衛,1,5,5,['A']
台北市大安區青田街,25.02766,121.531588,55.1年,44.22,5380,0,4房2廳2衛,0,6,6,['M']
台北市大安區和平東路一段,25.025893,121.532781,19.0年,64.73,7988,2,3房2廳2衛,0,15,15,['L']
台北市大安區仁愛路三段,25.038389482405,121.53637222586,20.4年,273.09,54420,2,4房2廳4衛1室,0,18,9,['L']
台北市大安區延吉街,25.042977,121.55521,44.9年,39.21,3580,0,3房2廳1衛,0,5,4,['A']
台北市大安區通化街,25.028027,121.554248,52.2年,24.9,2188,0,3房2廳1衛,0,4,2,['A']
台北市大安區金山南路二段,25.028368,121.527289,55.6年,25.16,4288,0,3房3廳2衛,1,4,1,['A']
台北市大安區建國南路一段,25.039944,121.537332,42.3年,28.41,3600,0,2房2廳1.5衛,0,7,5,['M']
台北市大安區敦化南路一段,25.0397,121.546584,47.5年,72.88,8800,0,3房2廳3衛2室,0,7,4,['M']
台北市大安區杭州南路二段,25.02974,121.524371,2.0年,12.14,1980,0,1房1廳1衛,0,8,1,['M']
台北市大安區辛亥路一段,25.02182,121.531094,35.2年,63.89,5420,1,2房2廳1衛,0,27,11,['L']
台北市大安區通化街,25.029464,121.554471,45.3年,30.4,2086,0,3房3廳3衛,0,5,4,['A']
台北市大安區忠孝東路三段,25.041836,121.542377,23.1年,135.33,20200,1,6房3廳7衛2室,1,21,15-16,['L']
台北市大安區新生南路一段,25.040462,121.535452,41.9年,47.8,4780,0,4房2廳2衛,1,7,5,['M']
台北市大安區辛亥路一段,25.021722,121.530998,35.2年,64.23,5610,1,3房1廳2衛,0,27,11,['L']
台北市大安區師大路,25.023325856731,121.52894464107,54.6年,29.01,6999,0,2廳1衛1室,1,4,1,['A']
台北市大安區通化街,25.02585,121.55305,45.2年,41.47,4150,0,3房2廳2衛,0,7,5,['M']
台北市大安區杭州南路二段,25.029731,121.524423,2.0年,29.86,3380,1,2房1廳2衛,0,8,1,['M']
台北市大安區東豐街,25.036159,121.544145,47.2年,45.13,4680,0,4房2廳2衛,0,14,5,['L']
台北市大安區和平東路二段,25.023159,121.536021,42.1年,39.94,3750,0,3房2廳2衛,0,5,4,['A']
台北市大安區仁愛路四段,25.038983,121.554432,39.8年,54.19,6300,0,4房2廳2衛1室,0,6,3,['M']
台北市大安區辛亥路一段,25.021722,121.530998,35.2年,117.59,10680,1,5房3廳3衛,0,27,11,['L']
台北市大安區敦化南路一段,25.035723,121.549341,44.3年,73.23,9380,1,3房2廳2衛2室,0,14,10,['L']
台北市大安區忠孝東路四段,25.039319056494,121.55394505585,46.4年,48.83,4588,0,7房7衛,0,5,4,['A']
台北市大安區建國南路一段,25.040859,121.538836,38.9年,33.41,3380,0,3房2廳2衛,0,14,6,['L']
台北市大安區安東街,25.044221,121.543079,23.2年,41.29,5980,1,2房2廳2衛1室,0,7,7,['M']
台北市大安區潮州街,25.029153,121.525182,11.4年,144.85,15800,3,4房2廳4衛,0,16,10,['L']
台北市大安區建國南路一段,25.039636,121.5355,19.5年,72.78,9388,1,4房2廳2衛,0,7,6,['M']
台北市大安區羅斯福路三段,25.018459,121.532556,46.1年,91.63,8800,1,5房2廳3衛2室,1,7,7,['M']
台北市大安區大安路二段,25.031979,121.546182,32.3年,36.46,3980,1,2房2廳1衛,0,7,7,['M']
台北市大安區仁愛路四段,25.036783,121.5568,13.3年,133.24,14888,2,3房2廳4衛2室,0,13,2,['L']
台北市大安區新生南路三段,25.024854,121.534937,16.7年,144.69,22900,3,4房2廳3衛,0,14,5,['L']
台北市大安區樂利路,25.028939,121.552313,26.3年,55.73,4880,1,3房2廳2衛,0,8,8,['M']
台北市大安區建國南路一段,25.035534329869,121.53732327098,7.9年,86.51,9580,2,3房2廳2衛,0,14,6,['L']
台北市大安區瑞安街,25.029731,121.545157,12.7年,127.95,16945,7,1廳4衛,0,7,7,['M']
台北市大安區敦化南路二段,25.025324,121.54801,40.9年,40.58,3950,0,3房2廳2衛,0,19,14,['L']
台北市大安區信義路三段,25.033716,121.5390209,19.0年,11.78,2000,0,1房1廳1衛,0,14,3,['L']
台北市大安區和平東路二段,25.025217,121.542381,43.1年,11.75,1550,0,1房1廳1衛,0,12,9,['L']
台北市大安區和平東路三段,25.024373,121.549646,22.1年,68.57,8300,1,3房2廳2衛1室,1,19,3,['L']
台北市大安區信義路三段,25.034255,121.542511,50.3年,35.37,4880,0,3房2廳2衛,0,6,4,['M']
台北市大安區敦化南路一段,25.044035,121.549273,1.2年,64.39,11688,1,2房2廳2衛,0,20,5,['L']
台北市大安區信義路四段,25.033818,121.551528,43.9年,64.87,7700,1,4房2廳2衛1室,0,7,4,['M']
台北市大安區浦城街,25.024158,121.525679,61.8年,32.83,5980,0,3房1廳2衛1室,0,4,1,['A']
台北市大安區光復南路,25.030214,121.557222,30.2年,34.51,1898,1,1房1廳1衛,0,13,3,['L']
台北市大安區師大路,25.024032,121.528754,16.3年,30.54,3680,0,3房3衛,0,6,5,['M']
台北市大安區安和路二段,25.030048,121.552199,29.2年,47.1,4480,0,3房2廳2衛1室,0,9,9,['M']
台北市大安區復興南路一段,25.0359,121.54328,2.3年,45.16,5599,1,3房2廳2衛,0,15,5,['L']
台北市大安區延吉街,25.042293,121.554768,44.1年,41.34,4580,0,3房2廳2衛1室,0,6,1,['M']
台北市大安區金山南路二段,25.033601,121.526088,13.6年,11.12,2480,0,2房2廳2衛,1,7,1,['M']
台北市大安區仁愛路四段,25.038008,121.555832,44.1年,143.93,15210,2,4房3廳3衛,0,14,9,['L']
台北市大安區和平東路二段,25.027097,121.544471,40.8年,34.28,3220,0,3房2廳1.5衛1室,0,17,8,['L']
台北市大安區安和路二段,25.029565,121.55101,47.2年,53.45,6288,0,3房2廳2衛1室,0,15,7,['L']
台北市大安區敦化南路二段,25.03088,121.552139,13.1年,70.45,8388,2,2房2廳2衛,0,9,6,['M']
台北市大安區安居街,25.01941,121.553315,45.2年,43.72,2788,0,4房2廳2衛,0,5,4,['A']
台北市大安區仁愛路四段,25.038007,121.555856,44.1年,72.78,7711,1,2廳1衛,0,14,9,['L']
台北市大安區仁愛路四段,25.039603,121.551668,36.1年,48.2,6688,0,3房2廳2衛,0,13,3,['L']
台北市大安區市民大道四段,25.044498943957,121.55040752428,39.0年,43.08,3988,0,3房3廳3衛,0,7,3,['M']
台北市大安區忠孝東路四段,25.041951,121.553456,49.9年,25.73,3150,0,2房2廳1衛1室,0,7,7,['M']
台北市大安區羅斯福路三段,25.018903,121.530368,17.1年,48.31,5688,1,3房2廳2衛,0,13,3,['L']
台北市大安區樂業街,25.019798,121.553219,41.6年,59.09,3980,1,4房2廳2衛,0,7,4,['M']
台北市大安區忠孝東路四段,25.041086,121.547663,56.4年,66.72,8600,0,3房2廳1衛1室,0,12,9,['L']
台北市大安區泰順街,25.023626,121.531049,45.4年,33.63,2980,0,3房2廳2衛,0,5,4,['A']
台北市大安區信義路二段,25.032223448137,121.53188418572,60.9年,32.82,4688,0,7房2廳5衛,1,4,4,['A']
台北市大安區濟南路三段,25.040088,121.536523,1.0年,58.9,8950,1,3房2廳2衛,0,19,7,['L']
台北市大安區復興南路一段,25.041128,121.543982,1.8年,108.78,52908,3,1廳1衛,0,13,1,['L']
台北市大安區羅斯福路二段,25.02447,121.524632,8.5年,62.9,8999,2,3房2廳2衛,0,15,6,['L']
台北市大安區安東街,25.044066,121.54271,1.7年,26.78,3980,1,1房1廳1衛,0,13,13,['L']
台北市大安區安東街,25.044066,121.54271,1.7年,38.6,5850,1,2房2廳1衛,0,13,13,['L']
台北市大安區臥龍街,25.022576,121.547566,35.9年,51.58,5452,1,4房2廳2衛,0,11,6,['L']
台北市大安區金華街,25.029958,121.525944,11.8年,12.63,2518,0,1房1廳1衛,0,6,3,['M']
台北市大安區和平東路三段,25.017309,121.559583,5.6年,39.87,3688,1,2房2廳1衛,0,13,7,['L']
台北市大安區和平東路一段,25.027422,121.5248,36.0年,59.19,6980,1,4房2廳2衛,0,20,10,['L']
台北市大安區敦化南路二段,25.029845,121.549741,14.3年,193.99,39688,4,1廳,0,16,5,['L']
台北市大安區延吉街,25.036947,121.555378,43.6年,27.62,3680,0,3房1廳1衛,0,7,6,['M']
台北市大安區敦化南路二段,25.031942,121.548422,44.2年,51.01,6758,0,1房2廳2衛,0,12,7,['L']
台北市大安區樂利路,25.029174,121.55175,44.1年,31.36,2598,0,3房2廳2衛,0,5,5,['A']
台北市大安區忠孝東路四段,25.042176,121.552252,47.6年,52.82,5558,0,6房6衛,0,7,5,['M']
台北市大安區和平東路二段,25.023325,121.542367,51.4年,33.71,4380,0,9房9衛,1,4,4,['A']
台北市大安區通化街,25.028306,121.554694,49.2年,26.18,2480,0,3房2廳1衛1室,0,5,2,['A']
台北市大安區光復南路,25.030576,121.556476,51.6年,34.27,4280,0,6房2廳5衛,1,4,4,['A']
台北市大安區信義路四段,25.033932,121.556062,48.6年,34.16,4580,0,3房2廳2衛,1,7,1,['M']
台北市大安區樂業街,25.020102,121.552824,48.9年,28.72,2488,0,3房3衛,0,4,3,['A']
台北市大安區和平東路二段,25.021806,121.540322,16.1年,12.01,2580,0,1房1廳1衛,1,7,5,['M']
台北市大安區基隆路二段,25.024941,121.552916,17.2年,14.36,1868,0,1房2廳1衛,1,14,14,['L']
台北市大安區信義路四段,25.033818,121.551528,43.9年,61.66,7780,0,1廳2衛5室,0,7,2,['M']
台北市大安區金華街,25.030624,121.530396,24.8年,18.79,3098,0,3房2廳1衛,1,6,5,['M']
台北市大安區敦化南路一段,25.04285,121.550155,40.8年,43.1,4980,0,3房2廳2衛1室,1,4,1,['A']
台北市大安區忠孝東路三段,25.043272,121.53856,54.8年,64.42,6880,0,6房3廳3衛5室,0,6,5,['M']
台北市大安區大安路一段,25.039306,121.546493,52.1年,41.57,5500,0,3房2廳2衛1室,0,6,3,['M']
台北市大安區麗水街,25.030472,121.529343,43.1年,49.27,6899,0,4房2廳2衛,0,5,2,['A']
台北市大安區敦化南路一段,25.042525,121.547376,57.3年,61.63,6980,0,6房4廳4衛,1,8,6,['M']
台北市大安區和平東路二段,25.023002,121.542124,60.2年,21.92,2920,0,5房2廳2衛,1,4,4,['A']
台北市大安區大安路一段,25.040716,121.545495,20.9年,62.68,8800,1,4房2廳1衛2室,0,8,1,['M']
台北市大安區延吉街,25.043241,121.555426,43.2年,44.95,5288,0,4房3廳3衛2室,1,7,2,['M']
台北市大安區新生南路一段,25.035706,121.533315,42.1年,28.38,3288,0,3房2廳1衛,0,5,3,['A']
台北市大安區瑞安街,25.028005,121.541428,42.3年,60.35,3380,0,4房2廳2衛,0,6,6,['M']
台北市大安區青田街,25.028575,121.531364,39.4年,54.62,8488,0,4房2廳3衛1室,1,5,1-2,['A']
台北市大安區仁愛路三段,25.037763,121.534167,48.4年,38.91,5480,0,6房4廳4衛,1,7,7,['M']
台北市大安區浦城街,25.024519,121.527708,54.2年,18.38,2296,0,4房2廳2衛,1,4,4,['A']
台北市大安區辛亥路三段,25.017221961509,121.55031486875,49.7年,32.8,2480,0,5房5衛,0,4,2,['A']
台北市大安區泰順街,25.025313,121.531403,53.6年,24.35,2880,0,3房2廳2衛2室,1,4,4,['A']
台北市大安區師大路,25.022263,121.52805,49.0年,31.04,3580,0,5房4廳3衛,1,4,4,['A']
台北市大安區青田街,25.028586,121.531442,52.0年,35.5,4188,0,3房2廳2衛,0,4,2,['A']
台北市大安區潮州街,25.029724,121.52521,43.8年,27.51,3800,0,4房1廳4衛,1,5,1,['A']
台北市大安區仁愛路三段,25.039394,121.536792,20.4年,338.61,77520,5,8房3廳6衛7室,1,28,24,['L']
台北市大安區杭州南路二段,25.034071,121.524219,43.6年,39.75,4280,0,3房3廳1衛,0,5,B1-1,['A']
台北市大安區通化街,25.029554,121.55547,37.8年,30.83,3998,0,6房6衛,0,3,1-3,['D']
台北市大安區信義路四段,25.034084,121.544366,58.9年,30.1,4980,0,6房1廳4衛,0,4,3,['A']
台北市大安區信義路四段,25.033441,121.550045,40.3年,69.49,9900,0,4房3廳2衛10室,1,21,19,['L']
台北市大安區市民大道四段,25.044827,121.545832,4.9年,31.25,3958,0,2房1廳1衛,0,10,4,['M']
台北市大安區羅斯福路二段,25.026219,121.523315,36.5年,10.54,1510,0,1房1衛,0,12,8,['L']
台北市大安區忠孝東路四段,25.042929,121.548022,47.2年,31.91,3450,0,3房2廳2衛,0,7,4,['M']
台北市大安區和平東路三段,25.020154,121.556297,52.7年,25.53,2500,0,4房3廳3衛,1,4,4,['A']
台北市大安區浦城街,25.024314,121.527282,51.5年,17.09,1998,0,2房2廳1衛1室,0,4,4,['A']
台北市大安區樂業街,25.019746,121.55513,43.5年,44.85,4500,0,4房2廳2.5衛,0,7,1,['M']
台北市大安區通化街,25.030833,121.555153,48.1年,36.64,2998,0,3房2廳2衛,0,5,4,['A']
台北市大安區永康街,25.032333,121.532191,43.6年,31.04,3650,0,7房2衛,0,5,4,['A']
台北市大安區復興南路二段,25.026743,121.544526,40.8年,39.29,4000,0,3房2廳2衛,0,19,19,['L']
台北市大安區敦化南路一段,25.042735,121.547541,60.9年,30.74,4800,0,8房2廳7衛1室,1,4,4,['A']
台北市大安區敦化南路一段,25.042985,121.550377,12.4年,27.05,2188,1,1房1廳1衛,0,7,3,['M']
台北市大安區永康街,25.02927,121.530008,52.2年,36.1,5688,0,3房2廳2衛,0,7,1,['M']
台北市大安區忠孝東路四段,25.044053,121.551672,38.6年,33.64,3358,0,4房4衛,0,5,4,['A']
台北市大安區金山南路二段,25.028354,121.52739,56.3年,31.29,3480,0,4房1廳2衛1室,0,4,2,['A']
台北市大安區通安街,25.029343,121.553016,46.1年,51.4,4990,0,4房2廳3衛3室,1,5,B1-3,['A']
台北市大安區樂利路,25.028396,121.551503,45.7年,37.69,3688,0,3房2廳2衛,0,7,3,['M']
